País / Country,Provincia / State,Localidad
Argentina,Santa Fe,Malabrigo
Argentina,Santa Fe,Marcelino Escalada
Argentina,Santa Fe,Margarita
Argentina,Santa Fe,María Juana
Argentina,Santa Fe,María Luisa
Argentina,Santa Fe,María Susana
Argentina,Santa Fe,María Teresa
Argentina,Santa Fe,Matilde
Argentina,Santa Fe,Máximo Paz
Argentina,Santa Fe,Melincué
Argentina,Santa Fe,Miguel Torres
Argentina,Santa Fe,Moisés Ville
Argentina,Santa Fe,Monigotes
Argentina,Santa Fe,Monje
Argentina,Santa Fe,Monte Flores
Argentina,Santa Fe,Monte Vera
Argentina,Santa Fe,Montefiore
Argentina,Santa Fe,Montes de Oca
Argentina,Santa Fe,Murphy
Argentina,Santa Fe,Naré
Argentina,Santa Fe,Nelson
Argentina,Santa Fe,Nueva Lehmann
Argentina,Santa Fe,Nuevo Torino
Argentina,Santa Fe,Ñanducita
Argentina,Santa Fe,Oliveros
Argentina,Santa Fe,Palacios
Argentina,Santa Fe,Paraje 29
Argentina,Santa Fe,Paraje Chaco Chico
Argentina,Santa Fe,Paraje La Costa
Argentina,Santa Fe,Paraje San Manuel
Argentina,Santa Fe,Pavón
Argentina,Santa Fe,Pavón Arriba
Argentina,Santa Fe,Pedro Gómez Cello
Argentina,Santa Fe,Pérez
Argentina,Santa Fe,Peyrano
Argentina,Santa Fe,Piamonte
Argentina,Santa Fe,Pilar
Argentina,Santa Fe,Piñero
Argentina,Santa Fe,Plaza Clucellas
Argentina,Santa Fe,Plaza Matilde
Argentina,Santa Fe,Plaza Saguier
Argentina,Santa Fe,Pozo Borrado
Argentina,Santa Fe,Pozo de los Indios
Argentina,Santa Fe,Presidente Roca
Argentina,Santa Fe,Presidente Roca
Argentina,Santa Fe,Progreso
Argentina,Santa Fe,Providencia
Argentina,Santa Fe,Pueblo Andino
Argentina,Santa Fe,Pueblo Esther
Argentina,Santa Fe,Pueblo Marini
Argentina,Santa Fe,Pueblo Muñóz
Argentina,Santa Fe,Pueblo Santa Lucía
Argentina,Santa Fe,Pueblo Uranga
Argentina,Santa Fe,Puerto Aragón
Argentina,Santa Fe,Puerto Arroyo Seco
Argentina,Santa Fe,Puerto General San Martín
Argentina,Santa Fe,Puerto Reconquista
Argentina,Santa Fe,Pujato
Argentina,Santa Fe,Rafaela
Argentina,Santa Fe,Ramayón
Argentina,Santa Fe,Ramona
Argentina,Santa Fe,Reconquista
Argentina,Santa Fe,Recreo
Argentina,Santa Fe,Ricardone
Argentina,Santa Fe,Rincón Norte
Argentina,Santa Fe,Rincón Potrero
Argentina,Santa Fe,Roldán
Argentina,Santa Fe,Romang
Argentina,Santa Fe,Rosario
Argentina,Santa Fe,Rueda
Argentina,Santa Fe,Rufino
Argentina,Santa Fe,Sa Pereyra
Argentina,Santa Fe,Saladero Mariano Cabal
Argentina,Santa Fe,Salto Grande
Argentina,Santa Fe,San Agustín
Argentina,Santa Fe,San Antonio
Argentina,Santa Fe,San Antonio de Obligado
Argentina,Santa Fe,San Bernardo
Argentina,Santa Fe,San Bernardo
Argentina,Santa Fe,San Carlos Centro
Argentina,Santa Fe,San Carlos Norte
Argentina,Santa Fe,San Carlos Sud
Argentina,Santa Fe,San Cristóbal
Argentina,Santa Fe,San Eduardo
Argentina,Santa Fe,San Eugenio
Argentina,Santa Fe,San Fabián
Argentina,Santa Fe,San Francisco de Santa Fe
Argentina,Santa Fe,San Genaro
Argentina,Santa Fe,San Genaro Norte
Argentina,Santa Fe,San Gregorio
Argentina,Santa Fe,San Guillermo
Argentina,Santa Fe,San Javier
Argentina,Santa Fe,San Jerónimo del Sauce
Argentina,Santa Fe,San Jerónimo Norte
Argentina,Santa Fe,San Jerónimo Sud
Argentina,Santa Fe,San Jorge
Argentina,Santa Fe,San José de la Esquina
Argentina,Santa Fe,San José del Rincón
Argentina,Santa Fe,San Justo
Argentina,Santa Fe,San Lorenzo
Argentina,Santa Fe,San Mariano
Argentina,Santa Fe,San Martín de las Escobas
Argentina,Santa Fe,San Martín Norte
Argentina,Santa Fe,San Vicente
Argentina,Santa Fe,Sancti Spiritu
Argentina,Santa Fe,Sanford
Argentina,Santa Fe,Santa Clara de Buena Vista
Argentina,Santa Fe,Santa Clara de Saguier
Argentina,Santa Fe,Santa Fe
Argentina,Santa Fe,Santa Isabel
Argentina,Santa Fe,Santa Margarita
Argentina,Santa Fe,Santa Rosa de Calchines
Argentina,Santa Fe,Santa Teresa
Argentina,Santa Fe,Santo Domingo
Argentina,Santa Fe,Santo Tomé
Argentina,Santa Fe,Santurce
Argentina,Santa Fe,Sargento Cabral
Argentina,Santa Fe,Sarmiento
Argentina,Santa Fe,Sastre
Argentina,Santa Fe,Sauce Viejo
Argentina,Santa Fe,Sauce Viejo
Argentina,Santa Fe,Serodino
Argentina,Santa Fe,Silva
Argentina,Santa Fe,Soldini
Argentina,Santa Fe,Soledad
Argentina,Santa Fe,Stephenson
Argentina,Santa Fe,Suardi
Argentina,Santa Fe,Sunchales
Argentina,Santa Fe,Susana
Argentina,Santa Fe,Tacuarendí
Argentina,Santa Fe,Tacural
Argentina,Santa Fe,Tartagal
Argentina,Santa Fe,Teodelina
Argentina,Santa Fe,Theobald
Argentina,Santa Fe,Timbúes
Argentina,Santa Fe,Toba
Argentina,Santa Fe,Tortugas
Argentina,Santa Fe,Tostado
Argentina,Santa Fe,Totoras
Argentina,Santa Fe,Traill
Argentina,Santa Fe,Venado Tuerto
Argentina,Santa Fe,Vera
Argentina,Santa Fe,Vera y Pintado
Argentina,Santa Fe,Videla
Argentina,Santa Fe,Vila
Argentina,Santa Fe,Villa Adelina
Argentina,Santa Fe,Villa Amelia
Argentina,Santa Fe,Villa Ana
Argentina,Santa Fe,Villa Cañás
Argentina,Santa Fe,Villa Constitución
Argentina,Santa Fe,Villa del Plata
Argentina,Santa Fe,Villa Eloísa
Argentina,Santa Fe,Villa Elvira
Argentina,Santa Fe,Villa Gobernador Gálvez
Argentina,Santa Fe,Villa Guillermina
Argentina,Santa Fe,Villa Josefina
Argentina,Santa Fe,Villa La Rivera (Oliveros)
Argentina,Santa Fe,Villa La Rivera (Pueblo Andino)
Argentina,Santa Fe,Villa Laura
Argentina,Santa Fe,Villa Minetti
Argentina,Santa Fe,Villa Mugueta
Argentina,Santa Fe,Villa Ocampo
Argentina,Santa Fe,Villa San José
Argentina,Santa Fe,Villa Saralegui
Argentina,Santa Fe,Villa Trinidad
Argentina,Santa Fe,Villada
Argentina,Santa Fe,Virginia
Argentina,Santa Fe,Wheelwright
Argentina,Santa Fe,Wildermuth
Argentina,Santa Fe,Zavalla
Argentina,Santa Fe,Zenón Pereyra
Argentina,Santiago del Estero,Abra Grande
Argentina,Santiago del Estero,Aerolito
Argentina,Santiago del Estero,Alhuampa
Argentina,Santiago del Estero,Ancaján
Argentina,Santiago del Estero,Antajé
Argentina,Santiago del Estero,Añatuya
Argentina,Santiago del Estero,Ardiles
Argentina,Santiago del Estero,Argentina
Argentina,Santiago del Estero,Árraga
Argentina,Santiago del Estero,Averías
Argentina,Santiago del Estero,Bandera
Argentina,Santiago del Estero,Bandera Bajada
Argentina,Santiago del Estero,Beltrán
Argentina,Santiago del Estero,Brea Pozo
Argentina,Santiago del Estero,Campo Gallo
Argentina,Santiago del Estero,Cañada Escobar
Argentina,Santiago del Estero,Casares
Argentina,Santiago del Estero,Caspi Corral
Argentina,Santiago del Estero,Chauchillas
Argentina,Santiago del Estero,Chaupi Pozo
Argentina,Santiago del Estero,Chilca Juliana
Argentina,Santiago del Estero,Choya
Argentina,Santiago del Estero,Clodomira
Argentina,Santiago del Estero,Colonia Alpina
Argentina,Santiago del Estero,Colonia Dora
Argentina,Santiago del Estero,Colonia El Simbolar
Argentina,Santiago del Estero,Colonia San Juan
Argentina,Santiago del Estero,Colonia Tinco
Argentina,Santiago del Estero,Coronel Manuel L. Rico
Argentina,Santiago del Estero,Cuatro Bocas
Argentina,Santiago del Estero,Donadeu
Argentina,Santiago del Estero,El 49
Argentina,Santiago del Estero,El Arenal
Argentina,Santiago del Estero,El Bobadal
Argentina,Santiago del Estero,El Caburé
Argentina,Santiago del Estero,El Charco
Argentina,Santiago del Estero,El Charco
Argentina,Santiago del Estero,El Colorado
Argentina,Santiago del Estero,El Crucero
Argentina,Santiago del Estero,El Cuadrado
Argentina,Santiago del Estero,El Deán
Argentina,Santiago del Estero,El Mojón
Argentina,Santiago del Estero,El Mojón
Argentina,Santiago del Estero,El Rincón
Argentina,Santiago del Estero,El Sauzal
Argentina,Santiago del Estero,El Zanjón
Argentina,Santiago del Estero,Estación Atamisqui
Argentina,Santiago del Estero,Estación La Punta
Argentina,Santiago del Estero,Estación Robles
Argentina,Santiago del Estero,Estación Taboada
Argentina,Santiago del Estero,Estación Tacañitas
Argentina,Santiago del Estero,Fernández
Argentina,Santiago del Estero,Fortín Inca
Argentina,Santiago del Estero,Frías
Argentina,Santiago del Estero,Garza
Argentina,Santiago del Estero,Gramilla
Argentina,Santiago del Estero,Gramilla
Argentina,Santiago del Estero,Guardia Escolta
Argentina,Santiago del Estero,Hasse
Argentina,Santiago del Estero,Hernán Mejía Miraval
Argentina,Santiago del Estero,Herrera
Argentina,Santiago del Estero,Huyamampa
Argentina,Santiago del Estero,Icaño
Argentina,Santiago del Estero,Ingeniero Forres
Argentina,Santiago del Estero,Isca Yacu
Argentina,Santiago del Estero,Isca Yacu Semaul
Argentina,Santiago del Estero,La Aurora
Argentina,Santiago del Estero,La Banda
Argentina,Santiago del Estero,La Cañada
Argentina,Santiago del Estero,La Dársena
Argentina,Santiago del Estero,La Invernada
Argentina,Santiago del Estero,La Nena
Argentina,Santiago del Estero,La Nueva Donosa
Argentina,Santiago del Estero,Laprida
Argentina,Santiago del Estero,Las Delicias
Argentina,Santiago del Estero,Las Tinajas
Argentina,Santiago del Estero,Lavalle
Argentina,Santiago del Estero,Libertad
Argentina,Santiago del Estero,Lilo Viejo
Argentina,Santiago del Estero,Los Cardozos
Argentina,Santiago del Estero,Los Juríes
Argentina,Santiago del Estero,Los Miranda
Argentina,Santiago del Estero,Los Núñez
Argentina,Santiago del Estero,Los Pirpintos
Argentina,Santiago del Estero,Los Quiroga
Argentina,Santiago del Estero,Los Soria
Argentina,Santiago del Estero,Los Telares
Argentina,Santiago del Estero,Los Tigres
Argentina,Santiago del Estero,Lugones
Argentina,Santiago del Estero,Maco
Argentina,Santiago del Estero,Malbrán
Argentina,Santiago del Estero,Mansupa
Argentina,Santiago del Estero,Maquito
Argentina,Santiago del Estero,Matará
Argentina,Santiago del Estero,Medellín
Argentina,Santiago del Estero,Minerva
Argentina,Santiago del Estero,Monte Quemado
Argentina,Santiago del Estero,Morales
Argentina,Santiago del Estero,Nueva Esperanza
Argentina,Santiago del Estero,Nueva Francia
Argentina,Santiago del Estero,Palo Negro
Argentina,Santiago del Estero,Pampa de los Guanacos
Argentina,Santiago del Estero,Patay
Argentina,Santiago del Estero,Pozo Betbeder
Argentina,Santiago del Estero,Pozo Hondo
Argentina,Santiago del Estero,Pozuelos
Argentina,Santiago del Estero,Pueblo Pablo Torelo
Argentina,Santiago del Estero,Puesto de San Antonio
Argentina,Santiago del Estero,Quimili
Argentina,Santiago del Estero,Ramírez de Velazco
Argentina,Santiago del Estero,Rapelli
Argentina,Santiago del Estero,Real Sayana
Argentina,Santiago del Estero,Rodeo de Valdez
Argentina,Santiago del Estero,Roversi
Argentina,Santiago del Estero,Sachayoj
Argentina,Santiago del Estero,San José del Boquerón
Argentina,Santiago del Estero,San Pedro
Argentina,Santiago del Estero,San Pedro
Argentina,Santiago del Estero,San Pedro
Argentina,Santiago del Estero,San Pedro
Argentina,Santiago del Estero,Santa María
Argentina,Santiago del Estero,Santiago del Estero
Argentina,Santiago del Estero,Santo Domingo
Argentina,Santiago del Estero,Santos Lugares
Argentina,Santiago del Estero,Selva
Argentina,Santiago del Estero,Simbol
Argentina,Santiago del Estero,Simbolar
Argentina,Santiago del Estero,Sol de Julio
Argentina,Santiago del Estero,Sumamao
Argentina,Santiago del Estero,Sumampa
Argentina,Santiago del Estero,Sumampa Viejo
Argentina,Santiago del Estero,Suncho Corral
Argentina,Santiago del Estero,Tapso
Argentina,Santiago del Estero,Termas de Río Hondo
Argentina,Santiago del Estero,Tintina
Argentina,Santiago del Estero,Tomás Young
Argentina,Santiago del Estero,Tramo 16
Argentina,Santiago del Estero,Tramo 20
Argentina,Santiago del Estero,Urutaú
Argentina,Santiago del Estero,Vaca Huañuna
Argentina,Santiago del Estero,Vilelas
Argentina,Santiago del Estero,Villa Atamisqui
Argentina,Santiago del Estero,Villa Figueroa
Argentina,Santiago del Estero,Villa General Mitre
Argentina,Santiago del Estero,Villa Giménez
Argentina,Santiago del Estero,Villa La Punta
Argentina,Santiago del Estero,Villa Mailín
Argentina,Santiago del Estero,Villa Nueva
Argentina,Santiago del Estero,Villa Ojo de Agua
Argentina,Santiago del Estero,Villa Río Hondo
Argentina,Santiago del Estero,Villa Salavina
Argentina,Santiago del Estero,Villa San Martín (Est. Loreto)
Argentina,Santiago del Estero,Villa Silípica
Argentina,Santiago del Estero,Villa Unión
Argentina,Santiago del Estero,Vilmer
Argentina,Santiago del Estero,Vinará
Argentina,Santiago del Estero,Vuelta de la Barranca
Argentina,Santiago del Estero,Weisburd
Argentina,Santiago del Estero,Yanda
Argentina,Santiago del Estero,Yuchán
Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Laguna Escondida
Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Puerto Argentino
Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande
Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia
Argentina,Tucumán,Acheral
Argentina,Tucumán,Aguilares
Argentina,Tucumán,Aguilares
Argentina,Tucumán,Alderetes
Argentina,Tucumán,Alderetes
Argentina,Tucumán,Alpachiri
Argentina,Tucumán,Alto Verde
Argentina,Tucumán,Amaicha del Valle
Argentina,Tucumán,Arcadia
Argentina,Tucumán,Atahona
Argentina,Tucumán,Banda del Río Salí
Argentina,Tucumán,Banda del Río Salí
Argentina,Tucumán,Barrio Aeropuerto
Argentina,Tucumán,Barrio Araujo
Argentina,Tucumán,Barrio Mutual San Martín
Argentina,Tucumán,Barrio San Felipe
Argentina,Tucumán,Barrio San Jorge
Argentina,Tucumán,Bella Vista
Argentina,Tucumán,Campo de Herrera
Argentina,Tucumán,Capitán Cáceres
Argentina,Tucumán,Choromoro
Argentina,Tucumán,Colalao del Valle
Argentina,Tucumán,Colombres
Argentina,Tucumán,Colonia Mayo - Barrio La Milagrosa
Argentina,Tucumán,Concepción
Argentina,Tucumán,Delfín Gallo
Argentina,Tucumán,El Bracho
Argentina,Tucumán,El Cadillal
Argentina,Tucumán,El Chañar
Argentina,Tucumán,El Corte
Argentina,Tucumán,El Manantial
Argentina,Tucumán,El Manantial
Argentina,Tucumán,El Mollar
Argentina,Tucumán,El Naranjo
Argentina,Tucumán,El Paraíso
Argentina,Tucumán,Estación Aráoz
Argentina,Tucumán,Ex Ingenio Esperanza
Argentina,Tucumán,Ex Ingenio Los Ralos
Argentina,Tucumán,Ex Ingenio Luján
Argentina,Tucumán,Ex Ingenio Nueva Baviera
Argentina,Tucumán,Ex Ingenio San José
Argentina,Tucumán,Famaillá
Argentina,Tucumán,Famaillá
Argentina,Tucumán,Garmendia
Argentina,Tucumán,Graneros
Argentina,Tucumán,Iltico
Argentina,Tucumán,Ingenio Fronterita
Argentina,Tucumán,Ingenio La Florida
Argentina,Tucumán,Ingenio San Pablo
Argentina,Tucumán,Ingenio Santa Bárbara
Argentina,Tucumán,Juan Bautista Alberdi
Argentina,Tucumán,La Cocha
Argentina,Tucumán,La Florida
Argentina,Tucumán,La Florida
Argentina,Tucumán,La Ramada
Argentina,Tucumán,La Reducción
Argentina,Tucumán,La Trinidad
Argentina,Tucumán,Lamadrid
Argentina,Tucumán,Las Cejas
Argentina,Tucumán,Lastenia
Argentina,Tucumán,Los Gutiérrez
Argentina,Tucumán,Los Puestos
Argentina,Tucumán,Los Ralos
Argentina,Tucumán,Los Sarmientos
Argentina,Tucumán,Lules
Argentina,Tucumán,Macomitas
Argentina,Tucumán,Manuel García Fernández
Argentina,Tucumán,Medina
Argentina,Tucumán,Monteagudo
Argentina,Tucumán,Monteros
Argentina,Tucumán,Nueva Trinidad
Argentina,Tucumán,Pacará
Argentina,Tucumán,Piedrabuena
Argentina,Tucumán,Pueblo Independencia
Argentina,Tucumán,Ranchillos
Argentina,Tucumán,Río Chico
Argentina,Tucumán,Río Colorado
Argentina,Tucumán,Río Seco
Argentina,Tucumán,San Andrés
Argentina,Tucumán,San José de La Cocha
Argentina,Tucumán,San Miguel de Tucumán
Argentina,Tucumán,San Pedro de Colalao
Argentina,Tucumán,Santa Ana
Argentina,Tucumán,Santa Cruz
Argentina,Tucumán,Santa Lucía
Argentina,Tucumán,Santa Rosa de Leales
Argentina,Tucumán,Sargento Moya
Argentina,Tucumán,Simoca
Argentina,Tucumán,Soldado Maldonado
Argentina,Tucumán,Taco Ralo
Argentina,Tucumán,Tafí del Valle
Argentina,Tucumán,Tafí Viejo
Argentina,Tucumán,Teniente Berdina
Argentina,Tucumán,Villa Belgrano
Argentina,Tucumán,Villa Benjamín Aráoz
Argentina,Tucumán,Villa Burruyacú
Argentina,Tucumán,Villa Carmela
Argentina,Tucumán,Villa Chicligasta
Argentina,Tucumán,Villa Clodomiro Hileret
Argentina,Tucumán,Villa de Leales
Argentina,Tucumán,Villa de Trancas
Argentina,Tucumán,Villa Fiad - Ingenio Leales
Argentina,Tucumán,Villa Mariano Moreno - El Colmenar
Argentina,Tucumán,Villa Padre Monti
Argentina,Tucumán,Villa Quinteros
Argentina,Tucumán,Villa Recaste
Argentina,Tucumán,Villa Tercera
Argentina,Tucumán,Yerba Buena - Marcos Paz
Argentina,Tucumán,Yerba Buena - Marcos Paz
Armenia,Aragatsotn,
Armenia,Ararat,
Armenia,Armavir,
Armenia,Gegharkunik,
Armenia,Kotayk,
Armenia,Lori,
Armenia,Shirak,
Armenia,Syunik,
Armenia,Tavush,
Armenia,Vayots Dzor,
Armenia,Yerevan,
Aruba,Noord,
Aruba,Oranjestad East,
Aruba,Oranjestad West,
Aruba,Paradera,
Aruba,San Nicolaas Noord,
Aruba,San Nicolaas Zuid,
Aruba,Santa Cruz,
Aruba,Savaneta,
Australia,Australian Capital Territory,
Australia,New South Wales,
Australia,Northern Territory,
Australia,Queensland,
Australia,South Australia,
Australia,Tasmania,
Australia,Victoria,
Australia,Western Australia,
Austria,Burgenland,
Austria,Carinthia,
Austria,Lower Austria,
Austria,Salzburg,
Austria,Styria,
Austria,Tyrol,
Austria,Upper Austria,
Austria,Vienna,
Austria,Vorarlberg,
Azerbaijan,Absheron,
Azerbaijan,Agdam,
Azerbaijan,Agdash,
Azerbaijan,Aghjabadi,
Azerbaijan,Agstafa,
Azerbaijan,Agsu,
Azerbaijan,Astara,
Azerbaijan,Babek,
Azerbaijan,Baku,
Azerbaijan,Balakan,
Azerbaijan,Barda,
Azerbaijan,Beylagan,
Azerbaijan,Bilasuvar,
Azerbaijan,Dashkasan,
Azerbaijan,Fizuli,
Azerbaijan,Ganja,
Azerbaijan,Gədəbəy,
Azerbaijan,Gobustan,
Azerbaijan,Goranboy,
Azerbaijan,Goychay,
Azerbaijan,Goygol,
Azerbaijan,Hajigabul,
Azerbaijan,Imishli,
Azerbaijan,Ismailli,
Azerbaijan,Jabrayil,
Azerbaijan,Jalilabad,
Azerbaijan,Julfa,
Azerbaijan,Kalbajar,
Azerbaijan,Kangarli,
Azerbaijan,Khachmaz,
Azerbaijan,Khizi,
Azerbaijan,Khojali,
Azerbaijan,Kurdamir,
Azerbaijan,Lachin,
Azerbaijan,Lankaran,
Azerbaijan,Lankaran,
Azerbaijan,Lerik,
Azerbaijan,Martuni,
Azerbaijan,Masally,
Azerbaijan,Mingachevir,
Azerbaijan,Nakhchivan,
Azerbaijan,Neftchala,
Azerbaijan,Oghuz,
Azerbaijan,Ordubad,
Azerbaijan,Qabala,
Azerbaijan,Qakh,
Azerbaijan,Qazakh,
Azerbaijan,Quba,
Azerbaijan,Qubadli,
Azerbaijan,Qusar,
Azerbaijan,Saatly,
Azerbaijan,Sabirabad,
Azerbaijan,Sadarak,
Azerbaijan,Salyan,
Azerbaijan,Samukh,
Azerbaijan,Shabran,
Azerbaijan,Shahbuz,
Azerbaijan,Shaki,
Azerbaijan,Shaki,
Azerbaijan,Shamakhi,
Azerbaijan,Shamkir,
Azerbaijan,Sharur,
Azerbaijan,Shirvan,
Azerbaijan,Shusha,
Azerbaijan,Siazan,
Azerbaijan,Sumqayit,
Azerbaijan,Tartar,
Azerbaijan,Tovuz,
Azerbaijan,Ujar,
Azerbaijan,Yardymli,
Azerbaijan,Yevlakh,
Azerbaijan,Yevlakh,
Azerbaijan,Zangilan,
Azerbaijan,Zaqatala,
Azerbaijan,Zardab,
Bahrain,Capital,
Bahrain,Central,
Bahrain,Muharraq,
Bahrain,Northern,
Bahrain,Southern,
Bangladesh,Barisal ,
Bangladesh,Chittagong ,
Bangladesh,Dhaka ,
Bangladesh,Khulna ,
Bangladesh,Mymensingh ,
Bangladesh,Rajshahi ,
Bangladesh,Rangpur ,
Bangladesh,Sylhet ,
Barbados,Christ Church,
Barbados,Saint Andrew,
Barbados,Saint George,
Barbados,Saint James,
Barbados,Saint John,
Barbados,Saint Joseph,
Barbados,Saint Lucy,
Barbados,Saint Michael,
Barbados,Saint Peter,
Barbados,Saint Philip,
Barbados,Saint Thomas,
Belarus,Brest,
Belarus,Gomel,
Belarus,Grodno,
Belarus,Minsk,
Belarus,Minsk,
Belarus,Mogilev,
Belarus,Vitebsk,
Belgium,Antwerp,
Belgium,Brussels-Capital ,
Belgium,East Flanders,
Belgium,Flanders,
Belgium,Flemish Brabant,
Belgium,Hainaut,
Belgium,Liège,
Belgium,Limburg,
Belgium,Luxembourg,
Belgium,Namur,
Belgium,Wallonia,
Belgium,Walloon Brabant,
Belgium,West Flanders,
Belize,Belize,
Belize,Cayo,
Belize,Corozal,
Belize,Orange Walk,
Belize,Stann Creek,
Belize,Toledo,
Benin,Alibori,
Benin,Atakora,
Benin,Atlantique,
Benin,Borgou,
Benin,Collines,
Benin,Donga,
Benin,Kouffo,
Benin,Littoral,
Benin,Mono,
Benin,Ouémé,
Benin,Plateau,
Benin,Zou,
Bermuda,Devonshire,
Bermuda,Hamilton,
Bermuda,Paget,
Bermuda,Pembroke,
Bermuda,Saint George's,
Bermuda,Sandys,
Bermuda,Smith's,
Bermuda,Southampton,
Bermuda,Warwick,
Bhutan,Bumthang ,
Bhutan,Chukha ,
Bhutan,Dagana ,
Bhutan,Gasa ,
Bhutan,Haa ,
Bhutan,Lhuntse ,
Bhutan,Mongar ,
Bhutan,Paro ,
Bhutan,Pemagatshel ,
Bhutan,Punakha ,
Bhutan,Samdrup Jongkhar ,
Bhutan,Samtse ,
Bhutan,Sarpang ,
Bhutan,Thimphu ,
Bhutan,Trashi Yangtse,
Bhutan,Trashigang ,
Bhutan,Trongsa ,
Bhutan,Tsirang ,
Bhutan,Wangdue Phodrang ,
Bhutan,Zhemgang ,
Bolivia,Beni,
Bolivia,Chuquisaca,
Bolivia,Cochabamba,
Bolivia,La Paz,
Bolivia,Oruro,
Bolivia,Pando,
Bolivia,Potosí,
Bolivia,Santa Cruz,
Bolivia,Tarija,
"Bonaire, Sint Eustatius and Saba",Bonaire,
"Bonaire, Sint Eustatius and Saba",Saba,
"Bonaire, Sint Eustatius and Saba",Sint Eustatius,
Bosnia and Herzegovina,Bosnian Podrinje,
Bosnia and Herzegovina,Brčko,
Bosnia and Herzegovina,Canton 10,
Bosnia and Herzegovina,Central Bosnia,
Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,
Bosnia and Herzegovina,Herzegovina-Neretva,
Bosnia and Herzegovina,Posavina,
Bosnia and Herzegovina,Republika Srpska,
Bosnia and Herzegovina,Sarajevo,
Bosnia and Herzegovina,Tuzla,
Bosnia and Herzegovina,Una-Sana,
Bosnia and Herzegovina,West Herzegovina,
Bosnia and Herzegovina,Zenica-Doboj,
Botswana,Central,
Botswana,Ghanzi,
Botswana,Kgalagadi,
Botswana,Kgatleng,
Botswana,Kweneng,
Botswana,Ngamiland,
Botswana,North-East,
Botswana,North-West,
Botswana,South-East,
Botswana,Southern,
Brazil,Acre,
Brazil,Alagoas,
Brazil,Amapá,
Brazil,Amazonas,
Brazil,Bahia,
Brazil,Ceará,
Brazil,Distrito Federal,
Brazil,Espírito Santo,
Brazil,Goiás,
Brazil,Maranhão,
Brazil,Mato Grosso,
Brazil,Mato Grosso do Sul,
Brazil,Minas Gerais,
Brazil,Pará,
Brazil,Paraíba,
Brazil,Paraná,
Brazil,Pernambuco,
Brazil,Piauí,
Brazil,Rio de Janeiro,
Brazil,Rio Grande do Norte,
Brazil,Rio Grande do Sul,
Brazil,Rondônia,
Brazil,Roraima,
Brazil,Santa Catarina,
Brazil,São Paulo,
Brazil,Sergipe,
Brazil,Tocantins,
Brunei,Belait,
Brunei,Brunei-Muara,
Brunei,Temburong,
Brunei,Tutong,
Bulgaria,Blagoevgrad,
Bulgaria,Burgas,
Bulgaria,Dobrich,
Bulgaria,Gabrovo,
Bulgaria,Haskovo,
Bulgaria,Kardzhali,
Bulgaria,Kyustendil,
Bulgaria,Lovech,
Bulgaria,Montana,
Bulgaria,Pazardzhik,
Bulgaria,Pernik,
Bulgaria,Pleven,
Bulgaria,Plovdiv,
Bulgaria,Razgrad,
Bulgaria,Ruse,
Bulgaria,Shumen,
Bulgaria,Silistra,
Bulgaria,Sliven,
Bulgaria,Smolyan,
Bulgaria,Sofia,
Bulgaria,Sofia City,
Bulgaria,Stara Zagora,
Bulgaria,Targovishte,
Bulgaria,Varna,
Bulgaria,Veliko Tarnovo,
Bulgaria,Vidin,
Bulgaria,Vratsa,
Bulgaria,Yambol,
Burkina Faso,Balé,
Burkina Faso,Bam,
Burkina Faso,Banwa,
Burkina Faso,Bazèga,
Burkina Faso,Boucle du Mouhoun,
Burkina Faso,Bougouriba,
Burkina Faso,Boulgou,
Burkina Faso,Cascades,
Burkina Faso,Centre,
Burkina Faso,Centre-Est,
Burkina Faso,Centre-Nord,
Burkina Faso,Centre-Ouest,
Burkina Faso,Centre-Sud,
Burkina Faso,Comoé,
Burkina Faso,Est,
Burkina Faso,Ganzourgou,
Burkina Faso,Gnagna,
Burkina Faso,Gourma,
Burkina Faso,Hauts-Bassins,
Burkina Faso,Houet,
Burkina Faso,Ioba,
Burkina Faso,Kadiogo,
Burkina Faso,Kénédougou,
Burkina Faso,Komondjari,
Burkina Faso,Kompienga,
Burkina Faso,Kossi,
Burkina Faso,Koulpélogo,
Burkina Faso,Kouritenga,
Burkina Faso,Kourwéogo,
Burkina Faso,Léraba,
Burkina Faso,Loroum,
Burkina Faso,Mouhoun,
Burkina Faso,Nahouri,
Burkina Faso,Namentenga,
Burkina Faso,Nayala,
Burkina Faso,Nord,
Burkina Faso,Noumbiel,
Burkina Faso,Oubritenga,
Burkina Faso,Oudalan,
Burkina Faso,Passoré,
Burkina Faso,Plateau-Central,
Burkina Faso,Poni,
Burkina Faso,Sahel,
Burkina Faso,Sanguié,
Burkina Faso,Sanmatenga,
Burkina Faso,Séno,
Burkina Faso,Sissili,
Burkina Faso,Soum,
Burkina Faso,Sourou,
Burkina Faso,Sud-Ouest,
Burkina Faso,Tapoa,
Burkina Faso,Tuy,
Burkina Faso,Yagha,
Burkina Faso,Yatenga,
Burkina Faso,Ziro,
Burkina Faso,Zondoma,
Burkina Faso,Zoundwéogo,
Burundi,Bubanza,
